AÑO;MES;ESTACION_DE_MEDICION;CCAA;PROVINCIA;HORAS_DE_SOL_DIARIAS;INDICE_UV
2019;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,623;
2019;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,263;
2019;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,403;
2019;10;YECLA;Región de Murcia;Murcia;8,303;
2019;10;ÁGUILAS;Región de Murcia;Murcia;8,59;
2019;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,028;
2019;11;MURCIA;Región de Murcia;Murcia;7,36;2,12
2019;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,307;
2019;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,237;
2019;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,579;
2019;11;YECLA;Región de Murcia;Murcia;6,813;
2019;11;ÁGUILAS;Región de Murcia;Murcia;7,641;
2019;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,034;
2019;12;MURCIA;Región de Murcia;Murcia;5,226;1,419
2019;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,313;
2019;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,039;
2019;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,545;
2019;12;YECLA;Región de Murcia;Murcia;5,681;
2019;12;ÁGUILAS;Región de Murcia;Murcia;4,929;
2020;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,455;
2020;1;MURCIA;Región de Murcia;Murcia;6,374;1,545
2020;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,371;
2020;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,707;
2020;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,929;
2020;1;YECLA;Región de Murcia;Murcia;6,043;
2020;1;ÁGUILAS;Región de Murcia;Murcia;6,135;
2020;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,903;
2020;2;MURCIA;Región de Murcia;Murcia;8,059;3,041
2020;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,734;
2020;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,0;
2020;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,472;
2020;2;YECLA;Región de Murcia;Murcia;7,814;
2020;2;ÁGUILAS;Región de Murcia;Murcia;8,131;
2020;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,439;
2020;3;MURCIA;Región de Murcia;Murcia;6,61;3,723
2020;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,939;
2020;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,965;
2020;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,69;
2020;3;YECLA;Región de Murcia;Murcia;5,481;
2020;3;ÁGUILAS;Región de Murcia;Murcia;6,34;
2020;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,04;
2020;4;MURCIA;Región de Murcia;Murcia;7,22;5,66
2020;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,573;
2020;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,429;
2020;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,807;
2020;4;YECLA;Región de Murcia;Murcia;6,6;
2020;4;ÁGUILAS;Región de Murcia;Murcia;7,093;
2020;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,319;
2020;5;MURCIA;Región de Murcia;Murcia;11,248;7,419
2020;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,623;
2020;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,481;
2020;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,316;
2020;5;YECLA;Región de Murcia;Murcia;10,077;
2020;5;ÁGUILAS;Región de Murcia;Murcia;11,255;
2020;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,393;
2020;6;MURCIA;Región de Murcia;Murcia;11,843;8,343
2020;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,77;
2020;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,667;
2020;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,05;
2020;6;YECLA;Región de Murcia;Murcia;11,19;
2020;6;ÁGUILAS;Región de Murcia;Murcia;12,107;
2020;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,071;
2020;7;MURCIA;Región de Murcia;Murcia;12,41;8,245
2020;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,919;
2020;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,387;
2020;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,006;
2020;7;YECLA;Región de Murcia;Murcia;11,574;
2020;7;ÁGUILAS;Región de Murcia;Murcia;12,323;
2020;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,455;
2020;8;MURCIA;Región de Murcia;Murcia;11,619;7,477
2020;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,213;
2020;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,983;
2020;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,139;
2020;8;YECLA;Región de Murcia;Murcia;10,99;
2020;8;ÁGUILAS;Región de Murcia;Murcia;11,342;
2020;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,757;
2020;9;MURCIA;Región de Murcia;Murcia;9,753;5,613
2020;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,387;
2020;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,433;
2020;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,837;
2020;9;YECLA;Región de Murcia;Murcia;9,287;
2020;9;ÁGUILAS;Región de Murcia;Murcia;9,223;
2020;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,987;
2020;10;MURCIA;Región de Murcia;Murcia;8,913;3,79
2020;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,652;
2020;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,316;
2020;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,19;
2020;10;YECLA;Región de Murcia;Murcia;8,506;
2020;10;ÁGUILAS;Región de Murcia;Murcia;9,125;
2020;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,63;
2020;11;MURCIA;Región de Murcia;Murcia;7,127;2,213
2020;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,973;
2020;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,513;
2020;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,797;
2020;11;YECLA;Región de Murcia;Murcia;6,483;
2020;11;ÁGUILAS;Región de Murcia;Murcia;6,917;
2020;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,39;
2020;12;MURCIA;Región de Murcia;Murcia;7,032;1,597
2020;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,213;
2020;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,684;
2020;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,984;
2020;12;YECLA;Región de Murcia;Murcia;6,819;
2020;12;ÁGUILAS;Región de Murcia;Murcia;6,545;
2021;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,358;
2021;1;MURCIA;Región de Murcia;Murcia;6,276;1,668
2021;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,426;
2021;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,784;
2021;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,774;
2021;1;YECLA;Región de Murcia;Murcia;6,268;
2021;1;ÁGUILAS;Región de Murcia;Murcia;6,535;
2021;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,8;
2021;2;MURCIA;Región de Murcia;Murcia;6,17;2,636
2021;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,086;
2021;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,914;
2021;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,121;
2021;2;YECLA;Región de Murcia;Murcia;6,296;
2021;2;ÁGUILAS;Región de Murcia;Murcia;7,064;
2021;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,37;
2021;3;MURCIA;Región de Murcia;Murcia;7,355;3,952
2021;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,0;
2021;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,919;
2021;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,097;
2021;3;YECLA;Región de Murcia;Murcia;7,361;
2021;3;ÁGUILAS;Región de Murcia;Murcia;7,447;
2021;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,877;
2021;4;MURCIA;Región de Murcia;Murcia;6,567;5,04
2021;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,65;
2021;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,437;
2021;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,137;
2021;4;YECLA;Región de Murcia;Murcia;5,707;
2021;4;ÁGUILAS;Región de Murcia;Murcia;7,069;
2021;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,247;
2021;5;MURCIA;Región de Murcia;Murcia;10,597;7,361
2021;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,923;
2021;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,048;
2021;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,603;
2021;5;YECLA;Región de Murcia;Murcia;9,983;
2021;5;ÁGUILAS;Región de Murcia;Murcia;10,187;
2021;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,36;
2021;6;MURCIA;Región de Murcia;Murcia;11,103;7,903
2021;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,577;
2021;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,243;
2021;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,047;
2021;6;YECLA;Región de Murcia;Murcia;10,38;
2021;6;ÁGUILAS;Región de Murcia;Murcia;10,963;
2021;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,97;
2021;7;MURCIA;Región de Murcia;Murcia;12,261;7,887
2021;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,374;
2021;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,648;
2021;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,177;
2021;7;YECLA;Región de Murcia;Murcia;11,955;
2021;7;ÁGUILAS;Región de Murcia;Murcia;11,739;
2021;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,155;
2021;8;MURCIA;Región de Murcia;Murcia;10,084;6,913
2021;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,419;
2021;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;9,658;
2021;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,397;
2021;8;YECLA;Región de Murcia;Murcia;10,09;
2021;8;ÁGUILAS;Región de Murcia;Murcia;10,258;
2021;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,763;
2021;9;MURCIA;Región de Murcia;Murcia;8,837;5,53
2021;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,623;
2021;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,813;
2021;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,057;
2021;9;YECLA;Región de Murcia;Murcia;7,903;
2021;9;ÁGUILAS;Región de Murcia;Murcia;9,033;
2021;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,423;
2021;10;MURCIA;Región de Murcia;Murcia;7,757;3,616
2021;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,442;
2021;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,658;
2021;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,174;
2021;10;YECLA;Región de Murcia;Murcia;6,881;
2021;10;ÁGUILAS;Región de Murcia;Murcia;8,168;
2021;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,73;
2021;11;MURCIA;Región de Murcia;Murcia;6,533;2,113
2021;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,88;
2021;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,763;
2021;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,79;
2021;11;YECLA;Región de Murcia;Murcia;6,51;
2021;11;ÁGUILAS;Región de Murcia;Murcia;6,763;
2021;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,071;
2021;12;MURCIA;Región de Murcia;Murcia;5,371;1,435
2021;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,41;
2021;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,694;
2021;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,555;
2021;12;YECLA;Región de Murcia;Murcia;6,017;
2021;12;ÁGUILAS;Región de Murcia;Murcia;5,126;
2022;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,834;
2022;1;MURCIA;Región de Murcia;Murcia;6,352;1,613
2022;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,135;
2022;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,661;
2022;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;6,884;
2022;1;YECLA;Región de Murcia;Murcia;7,039;
2022;1;ÁGUILAS;Región de Murcia;Murcia;6,626;
2022;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,475;
2022;2;MURCIA;Región de Murcia;Murcia;7,293;2,757
2022;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,2;
2022;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,821;
2022;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,232;
2022;2;YECLA;Región de Murcia;Murcia;7,286;
2022;2;ÁGUILAS;Región de Murcia;Murcia;7,104;
2022;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;2,179;
2022;3;MURCIA;Región de Murcia;Murcia;3,258;2,597
2022;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;2,5;
2022;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;3,239;
2022;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;3,994;
2022;3;YECLA;Región de Murcia;Murcia;3,235;
2022;3;ÁGUILAS;Región de Murcia;Murcia;3,84;
2022;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,62;
2022;4;MURCIA;Región de Murcia;Murcia;8,11;5,203
2022;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,363;
2022;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,513;
2022;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,227;
2022;4;YECLA;Región de Murcia;Murcia;7,783;
2022;4;ÁGUILAS;Región de Murcia;Murcia;7,613;
2022;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,219;
2022;5;MURCIA;Región de Murcia;Murcia;11,85;7,355
2022;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,994;
2022;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,38;
2022;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,881;
2022;5;YECLA;Región de Murcia;Murcia;10,771;
2022;5;ÁGUILAS;Región de Murcia;Murcia;11,248;
2022;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;12,011;
2022;6;MURCIA;Región de Murcia;Murcia;12,763;8,377
2022;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,923;
2022;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,421;
2022;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,507;
2022;6;YECLA;Región de Murcia;Murcia;12,05;
2022;6;ÁGUILAS;Región de Murcia;Murcia;11,823;
2022;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,681;
2022;7;MURCIA;Región de Murcia;Murcia;12,561;8,2
2022;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,829;
2022;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,89;
2022;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;12,51;
2022;7;YECLA;Región de Murcia;Murcia;11,241;
2022;7;ÁGUILAS;Región de Murcia;Murcia;12,006;
2022;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,577;
2022;8;MURCIA;Región de Murcia;Murcia;11,468;7,194
2022;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,981;
2022;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,197;
2022;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,532;
2022;8;YECLA;Región de Murcia;Murcia;10,987;
2022;8;ÁGUILAS;Región de Murcia;Murcia;11,252;
2022;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,613;
2022;9;MURCIA;Región de Murcia;Murcia;9,163;5,576
2022;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,89;
2022;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,779;
2022;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,047;
2022;9;YECLA;Región de Murcia;Murcia;8,433;
2022;9;ÁGUILAS;Región de Murcia;Murcia;8,867;
2022;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,842;
2022;10;MURCIA;Región de Murcia;Murcia;7,397;3,565
2022;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,381;
2022;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,232;
2022;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,338;
2022;10;YECLA;Región de Murcia;Murcia;6,984;
2022;10;ÁGUILAS;Región de Murcia;Murcia;7,371;
2022;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,767;
2022;11;MURCIA;Región de Murcia;Murcia;7,155;2,32
2022;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;6,737;
2022;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;6,987;
2022;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,28;
2022;11;YECLA;Región de Murcia;Murcia;6,977;
2022;11;ÁGUILAS;Región de Murcia;Murcia;7,107;
2022;12;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;3,553;
2022;12;MURCIA;Región de Murcia;Murcia;5,306;1,535
2022;12;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,094;
2022;12;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,265;
2022;12;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,455;
2022;12;YECLA;Región de Murcia;Murcia;4,852;
2022;12;ÁGUILAS;Región de Murcia;Murcia;5,69;
2023;1;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,232;
2023;1;MURCIA;Región de Murcia;Murcia;7,684;1,687
2023;1;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,519;
2023;1;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,339;
2023;1;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;7,632;
2023;1;YECLA;Región de Murcia;Murcia;7,529;
2023;1;ÁGUILAS;Región de Murcia;Murcia;7,168;
2023;2;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;4,232;
2023;2;MURCIA;Región de Murcia;Murcia;5,404;2,386
2023;2;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;5,218;
2023;2;MURCIA/SAN JAVIER;Región de Murcia;Murcia;5,896;
2023;2;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;5,943;
2023;2;YECLA;Región de Murcia;Murcia;6,048;
2023;2;ÁGUILAS;Región de Murcia;Murcia;5,539;
2023;3;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;8,177;
2023;3;MURCIA;Región de Murcia;Murcia;9,829;4,848
2023;3;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,468;
2023;3;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,732;
2023;3;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,335;
2023;3;YECLA;Región de Murcia;Murcia;9,474;
2023;3;ÁGUILAS;Región de Murcia;Murcia;9,623;
2023;4;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;10,78;
2023;4;MURCIA;Región de Murcia;Murcia;10,827;6,826
2023;4;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;9,99;
2023;4;MURCIA/SAN JAVIER;Región de Murcia;Murcia;9,773;
2023;4;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;10,897;
2023;4;YECLA;Región de Murcia;Murcia;11,083;
2023;4;ÁGUILAS;Región de Murcia;Murcia;10,753;
2023;5;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,481;
2023;5;MURCIA;Región de Murcia;Murcia;8,755;6,845
2023;5;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,058;
2023;5;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,655;
2023;5;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;9,352;
2023;5;YECLA;Región de Murcia;Murcia;7,597;
2023;5;ÁGUILAS;Región de Murcia;Murcia;9,416;
2023;6;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;9,459;
2023;6;MURCIA;Región de Murcia;Murcia;10,443;7,36
2023;6;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,017;
2023;6;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,572;
2023;6;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,147;
2023;6;YECLA;Región de Murcia;Murcia;9,667;
2023;6;ÁGUILAS;Región de Murcia;Murcia;10,643;
2023;7;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,047;
2023;7;MURCIA;Región de Murcia;Murcia;11,255;7,981
2023;7;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;10,816;
2023;7;MURCIA/SAN JAVIER;Región de Murcia;Murcia;10,837;
2023;7;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,11;
2023;7;YECLA;Región de Murcia;Murcia;10,894;
2023;7;ÁGUILAS;Región de Murcia;Murcia;11,019;
2023;8;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;11,426;
2023;8;MURCIA;Región de Murcia;Murcia;11,674;7,313
2023;8;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;11,184;
2023;8;MURCIA/SAN JAVIER;Región de Murcia;Murcia;11,377;
2023;8;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;11,665;
2023;8;YECLA;Región de Murcia;Murcia;11,535;
2023;8;ÁGUILAS;Región de Murcia;Murcia;11,484;
2023;9;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;7,279;
2023;9;MURCIA;Región de Murcia;Murcia;8,867;5,303
2023;9;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,411;
2023;9;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,407;
2023;9;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,917;
2023;9;YECLA;Región de Murcia;Murcia;8,693;
2023;9;ÁGUILAS;Región de Murcia;Murcia;9,007;
2023;10;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;6,171;
2023;10;MURCIA;Región de Murcia;Murcia;8,353;3,706
2023;10;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;7,958;
2023;10;MURCIA/SAN JAVIER;Región de Murcia;Murcia;7,893;
2023;10;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,545;
2023;10;YECLA;Región de Murcia;Murcia;7,768;
2023;10;ÁGUILAS;Región de Murcia;Murcia;8,629;
2023;11;CARAVACA,FUENTES DEL MARQUÉS;Región de Murcia;Murcia;5,445;
2023;11;MURCIA;Región de Murcia;Murcia;8,33;2,32
2023;11;MURCIA/ALCANTARILLA;Región de Murcia;Murcia;8,019;
2023;11;MURCIA/SAN JAVIER;Región de Murcia;Murcia;8,07;
2023;11;MURCIA/SAN JAVIER II;Región de Murcia;Murcia;8,55;
2023;11;YECLA;Región de Murcia;Murcia;8,193;
2023;11;ÁGUILAS;Región de Murcia;Murcia;8,09;
